basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,can_fuel_consumed,vehcile_model
0.28,59.95,14,13.36,18584,5160.938923,,"Volvo fh13, 2010"
1.03,557.72,9,28.56,29575,30370.39358,,"Volvo Fh13, 2010"
0.84,522.07,17,32.94,35780,30187.28283,," vfh12, 2015"
0.85,556.83,12,27.58,31055,26287.91671,,"Vfh12, 2015"
0.56,247.39,13,17.08,19741,11031.11879,,"VFh12, 2015"
0,0,0,0,0,0,,"Vfh12, 2015"
0,0.03,1,10,1308,0,,"Vfh12, 2015"
0.82,541.07,17,38,38138,31413.64475,,"volvo fh12, 2015"
0,5.91,3,9,7103,0,,"Vfh 12, 2015"
0.7,169.45,5,32,17374,12191.50834,,"Volvo fh12, 2005"
0.66,418.9,14,20.07,31774,20826.99241,,"Volvo fh12, 2005"
0.71,615.49,16,30.81,48210,34371.82915,,2006 volvo fh12
0.76,565.22,11,26.45,36938,28041.19414,,2006 Volvo fh12 
0,2.98,2,11.5,5293,0,,"VOLVO FH12, 2002"
0.24,122.22,28,13.96,34025,8255.674106,,"Volvo fh12, 2003"
0,0,0,0,0,0,,"volvo fh12, 2006"
0.88,751.04,12,49.5,43086,37831.37565,,Volvo FH12 2012
0.13,9.7,4,14.75,4951,624.994622,, Volvo Fh 2008 
0.88,429.1,4,38.5,23194,20391.90936,,Volvo FH 2007
0,251.29,12,15.75,0,14048.1276,,Volvo FH 2008
0.97,557.26,8,29,31548,30633.62638,,Volvo FH 2007
0.35,260.08,11,22,36367,12857.59898,,VOLVO FH 2008
0.54,175.26,17,18.71,20989,11243.59339,,Volvo FH 2006
0.4,430.52,11,29.55,55619,22256.77046,,Volvo FH 2010
0.67,409.28,10,111.4,29040,19583.41933,,Volvo FH 2008
0.51,56.62,6,20,11839,6009.481066,,Volvo FH 2007
0,0,0,0,0,0,,VOLVO FH 2009
0,0,0,0,935,0,,VOLVO FH 2009
0,0,0,0,0,0,,VOLVO FH 2007
0.87,751.04,10,41,45326,39444.24342,,8.62476E+14
0.96,546.96,9,35,30772,29391.6603,,8.62476E+14
0,0,0,0,1328,0,,8.62476E+14
0.85,555.37,10,31.2,31154,26352.19717,,Volvo FH 2008
0.2,48.48,7,22.86,12762,2532.237974,,Volvo FH 2008
0,5.21,5,12,46135,0,,Volvo FH12 2008
0,1.1,4,4,7791,0,,Volvo FH12 2007
0.62,434.75,9,28.67,36493,22461.02755,,Volvo FH12 2007
0.28,252.29,21,16.48,48070,13567.57659,,"Volvo fh12, 2006"
0,0,0,0,0,0,,"Volvo fh, 2006"
0.1,71.93,18,13.28,37178,3831.032924,,"Volvo fh, 2008"
0,0,0,0,0,0,,Volvo FH12 2008
0.83,569.74,10,44.1,36726,30384.4545,,38287 dxb
0.85,440.05,7,48.43,28144,24057.63945,,Volvo FH480 2008
0.67,169.54,7,31.43,18402,12245.24069,,Volvo FH12 2007
0,0,0,0,0,0,,Volvo FH12 2008
0.74,616.48,18,24.56,46992,34993.08922,,Volvo FH12 2007
0.66,348.3,12,30.83,35707,23732.5668,,Volvo FH12 2011
0,5.43,4,5,4581,0,,Volvo FH12 2006
0.8,614.96,19,26,43861,35128.37611,,2011 Volvo fh
0,7.13,3,13,4708,0,,2007 VOLVO FH 
0.14,12.75,11,9,6007,829.107029,,3.50424E+14
0.93,411.85,5,35,23869,22121.68564,,3.50424E+14
0.75,545.8,12,37.92,39067,29225.46458,,3.57073E+14
0,0,0,0,0,0,,3.50424E+14
0.48,17.18,1,27,4729,2290.664834,,3.50424E+14
0.55,457.1,13,29.31,44785,24680.72283,,Volvo FH12 2007
0,0,0,0,0,0,,2007 Volvo fh12
0.23,71.37,8,14.88,35462,8170.380595,,2013 volvo fh
0.82,751.13,10,55.5,47241,38528.35533,,2010 Volvo fh
0.9,571.4,10,45.9,34106,30809.29639,,2013 Volvo fh12
0.8,569.75,11,37.91,38931,31026.05105,,3.51742E+14
0.74,574.79,8,58.12,41826,30972.0205,,3.51742E+14
0,461.27,12,31.33,0,27688.44304,,3.51742E+14
0.38,66.77,8,28.38,13860,5248.965431,,3.51742E+14
0.68,569.5,10,30.1,35786,24174.65097,,3.51742E+14
0.58,406.84,10,29.2,36241,21126.30303,,3.51742E+14
0.93,453.46,4,54.25,27245,25443.58783,,3.51742E+14
0.57,408.87,8,43.25,38153,21878.09149,,3.51742E+14
0,4.1,1,20,1893,0,,3.51742E+14
0.51,130.87,7,24.43,19971,10251.10461,,Volvo FH12 2007
0.65,431.26,13,21,38139,24805.69354,,Volvo FH12 2008
0.1,33.11,9,11,15100,1443.81061,,3.59633E+14
0.37,252.73,13,15.77,38438,14394.70165,,3.59633E+14
0.8,247.27,8,32.75,21058,16818.22441,,3.54017E+14
0.17,35.22,3,241,2727,470.3666939,,Reefer Truck 502
0.31,326.95,6,244.83,10847,3408.645152,,8.6354E+14
0.12,2.52,2,28,959,119.1999046,,addtional
0.81,555.56,7,37.43,36309,29461.49352,,Volvo FH12 2010
0.46,444.75,13,53.38,40248,18658.57009,,8.62476E+14
0.07,34.22,7,15.71,12894,933.8242529,,8.62476E+14
0,0,0,0,3686,0,,8.62476E+14
0.86,376.12,8,41.38,25834,22134.04002,,8.62476E+14
0.91,337.59,3,40.67,20565,18619.83569,,2011 Volvo fh
0.49,297.86,12,27.17,32439,15757.77452,,2010 Volvo fh12
1.01,273.14,14,25.57,16584,16706.61958,,2006 Volvofh12 
0.39,252.34,17,23.29,34862,13710.30748,,2010 Volvo fh
